state,transaction_year,districts,quater,transaction_count,transaction_amount
karnataka,2022,Bangalore,2,13973514,17318945670
karnataka,2022,Bangalore,2,13480485,14103989322
karnataka,2022,Bangalore,2,12489370,16135291370
karnataka,2022,Bangalore,2,12456422,18244954854
karnataka,2022,bengaluru urban,1,648380838,8.37939E+11
karnataka,2022,mysuru,1,37083502,61822430174
karnataka,2022,belagavi,1,26878240,46658421651
karnataka,2022,dharwad,1,25761398,37328868895
karnataka,2022,bengaluru rural,1,25383239,38366097408
karnataka,2022,dakshina kannada,1,23170221,37851830234
karnataka,2022,davanagere,1,22581033,39050377361
karnataka,2022,ballari,1,21654672,38400067164
karnataka,2022,tumakuru,1,20649123,37948656149
karnataka,2022,shivamogga,1,19949316,36172162299
karnataka,2022,Bangalore,1,224793308,3.08663E+11
karnataka,2022,Bangalore,1,20226669,22210300734
karnataka,2022,Bangalore,1,13452682,14741542800
karnataka,2022,Bangalore,1,13374224,16036043456
karnataka,2022,Bangalore,1,11931962,13678730161
karnataka,2022,Davangere,1,11370123,19174843771
karnataka,2022,Bangalore,1,11337710,13842727970
karnataka,2022,Bangalore,1,10935539,14153604946
karnataka,2022,Bangalore,1,10867507,15929339299
karnataka,2022,Bangalore,1,10730328,11096723262
karnataka,2019,bengaluru urban,3,131234422,1.50244E+11
karnataka,2019,mysuru,3,4034380,5997469690
karnataka,2019,dharwad,3,3529480,4405498989
karnataka,2019,dakshina kannada,3,3129205,4761473405
karnataka,2019,bengaluru rural,3,3070784,4619041822
karnataka,2019,belagavi,3,2722900,3771202586
karnataka,2019,ballari,3,2172340,3798926913
karnataka,2019,tumakuru,3,1878003,3158249577
karnataka,2019,kolar,3,1615545,2946242408
karnataka,2019,davanagere,3,1351913,2163728719
karnataka,2019,Bangalore,3,34182229,49823702321
karnataka,2019,Bangalore,3,5947189,5128381819
karnataka,2019,Bangalore,3,5618911,4687491199
karnataka,2019,Bangalore,3,4354779,3243709764
karnataka,2019,Bangalore,3,3695866,3236597180
karnataka,2019,Bangalore,3,3666274,3415532566
karnataka,2019,Bangalore,3,3515277,3076214547
karnataka,2019,Bangalore,3,3061845,3052095453
karnataka,2019,Bangalore,3,2368849,2524949963
karnataka,2019,Bangalore,3,2322786,2197559957
karnataka,2019,bengaluru urban,4,180458808,1.99967E+11
karnataka,2019,mysuru,4,6009700,8812951678
karnataka,2019,dharwad,4,4934246,6425417517
karnataka,2019,bengaluru rural,4,4458453,6512032487
karnataka,2019,dakshina kannada,4,4307358,6266562292
karnataka,2019,belagavi,4,3807962,5664222342
karnataka,2019,ballari,4,3167702,5649113297
karnataka,2019,tumakuru,4,2873750,4751005895
karnataka,2019,kolar,4,2360285,4256924114
karnataka,2019,davanagere,4,2063312,3345622514
karnataka,2019,Bangalore,4,48600127,67204107792
karnataka,2019,Bangalore,4,7900010,6656358497
karnataka,2019,Bangalore,4,7262363,5957470699
karnataka,2019,Bangalore,4,5715071,4180543682
karnataka,2019,Bangalore,4,4874891,4166592351
karnataka,2019,Bangalore,4,4782743,4221264328
karnataka,2019,Bangalore,4,4591973,3850220029
karnataka,2019,Bangalore,4,4152231,4053813623
karnataka,2019,Bangalore,4,3212130,3324316259
karnataka,2019,Bangalore,4,3079311,2770576480
karnataka,2019,bengaluru urban,2,89148659,1.1339E+11
karnataka,2019,mysuru,2,2641497,4532575333
karnataka,2019,dharwad,2,2084046,3292543548
karnataka,2019,bengaluru rural,2,1994507,3457051862
karnataka,2019,belagavi,2,1861710,3129078024
karnataka,2019,dakshina kannada,2,1632538,2960907502
karnataka,2019,ballari,2,1510968,3020731082
karnataka,2019,tumakuru,2,1200397,2439881029
karnataka,2019,kolar,2,1122326,2210613369
karnataka,2019,ramanagara,2,988447,1917887094
karnataka,2019,Bangalore,2,27169035,40026681539
karnataka,2019,Bangalore,2,3899947,3782701577
karnataka,2019,Bangalore,2,3726533,3420453781
karnataka,2019,Bangalore,2,2898263,2405067635
karnataka,2019,Bangalore,2,2324181,2493653040
karnataka,2019,Bangalore,2,2267844,2322286985
karnataka,2019,Bangalore,2,2160674,2196445238
karnataka,2019,Bangalore,2,1905438,2243475625
karnataka,2019,Bangalore,2,1435934,1615758436
karnataka,2019,Bangalore,2,1423064,1805129276
karnataka,2019,bengaluru urban,1,65174133,82111161573
karnataka,2019,mysuru,1,1927906,3156454955
karnataka,2019,bengaluru rural,1,1707501,2607054374
karnataka,2019,belagavi,1,1476221,2143704812
karnataka,2019,ballari,1,1396502,2244647823
karnataka,2019,dharwad,1,1312093,1848626655
karnataka,2019,dakshina kannada,1,1086942,1721495724
karnataka,2019,kolar,1,1051914,1634035507
karnataka,2019,ramanagara,1,928541,1444743613
karnataka,2019,tumakuru,1,926600,1788430415
karnataka,2019,Bangalore,1,16241340,23597361227
karnataka,2019,Bangalore,1,3091833,3063115137
karnataka,2019,Bangalore,1,2881073,2759611074
karnataka,2019,Bangalore,1,2186168,1965702558
karnataka,2019,Bangalore,1,1956031,2178181822
karnataka,2019,Bangalore,1,1762996,1849235559
karnataka,2019,Bangalore,1,1717311,1878507848
karnataka,2019,Bangalore,1,1433092,1764064523
karnataka,2019,Bangalore,1,1220473,1387467815
karnataka,2019,Bangalore,1,1087360,1413003654
himachal-pradesh,2018,solan,3,229164,373018057.4
himachal-pradesh,2018,kangra,3,123560,243834956.6
himachal-pradesh,2018,shimla,3,109765,261701779.4
himachal-pradesh,2018,sirmaur,3,78762,124334577
himachal-pradesh,2018,mandi,3,74604,128941896.3
himachal-pradesh,2018,una,3,73766,150521417.3
himachal-pradesh,2018,hamirpur,3,58022,90529572.12
himachal-pradesh,2018,chamba,3,44858,190977335.5
himachal-pradesh,2018,kullu,3,40813,95127772.88
himachal-pradesh,2018,bilaspur,3,37993,56133326.97
himachal-pradesh,2018,Solan,3,95087,136461395.9
himachal-pradesh,2018,Solan,3,41377,69275414.61
himachal-pradesh,2018,Una,3,37218,79325253.97
himachal-pradesh,2018,Sirmaur,3,35054,64196379.9
himachal-pradesh,2018,Kangra,3,20730,42704498.15
himachal-pradesh,2018,Sirmaur,3,19975,22858486.98
himachal-pradesh,2018,Shimla,3,19667,46565083.69
himachal-pradesh,2018,Solan,3,16604,36836443.97
himachal-pradesh,2018,Chamba,3,16524,120793175.8
himachal-pradesh,2018,Hamirpur(HP),3,15321,14487357.03
himachal-pradesh,2018,solan,4,347191,577618789.1
himachal-pradesh,2018,kangra,4,187764,414603050
himachal-pradesh,2018,shimla,4,156832,396860638
himachal-pradesh,2018,sirmaur,4,122707,199344353.8
himachal-pradesh,2018,una,4,110312,222928340.7
himachal-pradesh,2018,mandi,4,109661,203827486
himachal-pradesh,2018,hamirpur,4,76300,146948802.4
himachal-pradesh,2018,kullu,4,64285,157752014.9
himachal-pradesh,2018,chamba,4,63298,160650917
himachal-pradesh,2018,bilaspur,4,51395,92955686.24
himachal-pradesh,2018,Solan,4,149125,214537044.3
himachal-pradesh,2018,Solan,4,67908,115571336.8
himachal-pradesh,2018,Sirmaur,4,56005,97708257.59
himachal-pradesh,2018,Una,4,49540,115217697
himachal-pradesh,2018,Shimla,4,28323,78358285.28
himachal-pradesh,2018,Kangra,4,27736,59387915.53
himachal-pradesh,2018,Solan,4,26700,55364271.55
himachal-pradesh,2018,Chamba,4,23029,50390957.66
himachal-pradesh,2018,Sirmaur,4,21100,31877026.64
himachal-pradesh,2018,Solan,4,17616,24938842.95
himachal-pradesh,2018,solan,2,166516,254576422.9
himachal-pradesh,2018,kangra,2,97426,172859755.3
himachal-pradesh,2018,shimla,2,82195,162202102.6
himachal-pradesh,2018,mandi,2,58415,85994890.16
himachal-pradesh,2018,chamba,2,55922,125825520.9
himachal-pradesh,2018,sirmaur,2,53040,77059907.62
himachal-pradesh,2018,una,2,51637,81025669.33
himachal-pradesh,2018,hamirpur,2,41507,63207300.3
himachal-pradesh,2018,kullu,2,39948,96624850.44
himachal-pradesh,2018,bilaspur,2,30705,41392933.96
himachal-pradesh,2018,Solan,2,67411,96135650.12
himachal-pradesh,2018,Chamba,2,34505,79112116.74
himachal-pradesh,2018,Solan,2,31810,48473807.86
himachal-pradesh,2018,Una,2,23860,40297176.59
himachal-pradesh,2018,Sirmaur,2,23551,42091803.86
himachal-pradesh,2018,Kangra,2,16699,30651610.96
himachal-pradesh,2018,Shimla,2,15002,34514288.86
himachal-pradesh,2018,Kullu,2,14062,42991424.96
himachal-pradesh,2018,Solan,2,12971,25578875.81
himachal-pradesh,2018,Sirmaur,2,9832,12429115.73
himachal-pradesh,2018,solan,1,118881,146873607.4
himachal-pradesh,2018,kangra,1,62061,83269925.39
himachal-pradesh,2018,shimla,1,54161,84375526.98
himachal-pradesh,2018,mandi,1,44169,50308276.31
himachal-pradesh,2018,chamba,1,41138,69091183.95
himachal-pradesh,2018,una,1,39070,48375221.96
himachal-pradesh,2018,sirmaur,1,37721,43579534.4
himachal-pradesh,2018,hamirpur,1,32709,37506250.25
himachal-pradesh,2018,kullu,1,23978,36599342.9
himachal-pradesh,2018,bilaspur,1,21880,20215586.71
himachal-pradesh,2018,Solan,1,50457,58954553.08
himachal-pradesh,2018,Chamba,1,28116,47548740.81
himachal-pradesh,2018,Solan,1,23993,26853915.09
himachal-pradesh,2018,Una,1,19122,27437635.57
himachal-pradesh,2018,Sirmaur,1,16138,22465216.71
himachal-pradesh,2018,Kangra,1,11862,21124669.11
himachal-pradesh,2018,Shimla,1,10889,19849917.42
himachal-pradesh,2018,Solan,1,8316,12272135.15
himachal-pradesh,2018,Mandi,1,7751,7518183.035
himachal-pradesh,2018,Hamirpur(HP),1,7409,6748703.758
himachal-pradesh,2021,shimla,3,3421673,6296627880
himachal-pradesh,2021,solan,3,2183306,3233240075
himachal-pradesh,2021,kangra,3,1671112,2887492722
himachal-pradesh,2021,mandi,3,945135,1753985904
himachal-pradesh,2021,una,3,799861,1417386871
himachal-pradesh,2021,kullu,3,730794,1573258668
himachal-pradesh,2021,sirmaur,3,681413,1083275309
himachal-pradesh,2021,hamirpur,3,626711,1085444383
himachal-pradesh,2021,chamba,3,426381,769418422.9
himachal-pradesh,2021,bilaspur,3,364475,689922524.1
himachal-pradesh,2021,Shimla,3,2329788,3893910515
himachal-pradesh,2021,Solan,3,994540,1121847281
himachal-pradesh,2021,Solan,3,401342,683288037.5
himachal-pradesh,2021,Sirmaur,3,293791,467430517.8
himachal-pradesh,2021,Una,3,287405,512908587.2
himachal-pradesh,2021,Kullu,3,240811,536434497.5
himachal-pradesh,2021,Hamirpur(HP),3,181081,309793725.8
himachal-pradesh,2021,Solan,3,176958,318514769.4
himachal-pradesh,2021,Shimla,3,162871,309873878.7
himachal-pradesh,2021,Mandi,3,144549,269076387.2
himachal-pradesh,2021,shimla,4,3957985,7356261502
himachal-pradesh,2021,solan,4,2640011,3757890500
himachal-pradesh,2021,kangra,4,2130139,3830143760
himachal-pradesh,2021,mandi,4,1092862,2082662004
himachal-pradesh,2021,kullu,4,1078809,2242410726
himachal-pradesh,2021,una,4,1048351,1936766072
himachal-pradesh,2021,sirmaur,4,847647,1363383254
himachal-pradesh,2021,hamirpur,4,717321,1262408332
himachal-pradesh,2021,chamba,4,507614,926400609.6
himachal-pradesh,2021,bilaspur,4,430870,844889572
himachal-pradesh,2021,Shimla,4,2717639,4677725003
himachal-pradesh,2021,Solan,4,1210279,1328061490
himachal-pradesh,2021,Solan,4,488964,806786602.1
himachal-pradesh,2021,Kullu,4,460060,1003934777
himachal-pradesh,2021,Una,4,419903,768499250
himachal-pradesh,2021,Sirmaur,4,365982,595463485.4
himachal-pradesh,2021,Solan,4,223910,364770352.5
himachal-pradesh,2021,Shimla,4,208058,408166044.4
himachal-pradesh,2021,Hamirpur(HP),4,169751,306718950.2
himachal-pradesh,2021,Kangra,4,164961,240181327.6
himachal-pradesh,2021,shimla,2,2474329,4402623044
himachal-pradesh,2021,solan,2,1658067,2575741415
himachal-pradesh,2021,kangra,2,1399606,2443026330
himachal-pradesh,2021,mandi,2,832152,1488270046
himachal-pradesh,2021,una,2,634078,1174326755
himachal-pradesh,2021,sirmaur,2,567339,922354065.2
himachal-pradesh,2021,hamirpur,2,551934,946105069.9
himachal-pradesh,2021,kullu,2,510109,966612054.8
himachal-pradesh,2021,chamba,2,364270,617691720.4
himachal-pradesh,2021,bilaspur,2,322915,613068902.5
himachal-pradesh,2021,Shimla,2,1631599,2778990708
himachal-pradesh,2021,Solan,2,736032,910208843.9
himachal-pradesh,2021,Solan,2,320986,582835727.5
himachal-pradesh,2021,Sirmaur,2,231797,390941863.8
himachal-pradesh,2021,Una,2,207149,389512019
himachal-pradesh,2021,Kullu,2,131245,268858354.2
himachal-pradesh,2021,Hamirpur(HP),2,128227,229771646.9
himachal-pradesh,2021,Solan,2,127967,231574649.4
himachal-pradesh,2021,Mandi,2,108761,204972266.2
himachal-pradesh,2021,Shimla,2,105922,203829155.7
himachal-pradesh,2021,shimla,1,1871647,3621617005
himachal-pradesh,2021,solan,1,1415611,2334165843
himachal-pradesh,2021,kangra,1,1122291,2006571077
himachal-pradesh,2021,mandi,1,659769,1258330266
himachal-pradesh,2021,kullu,1,550514,1212317568
himachal-pradesh,2021,una,1,490374,941158055.3
himachal-pradesh,2021,sirmaur,1,451501,789668056.7
himachal-pradesh,2021,hamirpur,1,416499,720857278.6
himachal-pradesh,2021,chamba,1,273886,510880053
himachal-pradesh,2021,bilaspur,1,256578,504967322
himachal-pradesh,2021,Shimla,1,1159901,2164436965
himachal-pradesh,2021,Solan,1,619267,821223440.8
himachal-pradesh,2021,Solan,1,274339,516424443.2
himachal-pradesh,2021,Kullu,1,215773,534765149
himachal-pradesh,2021,Sirmaur,1,185062,344461015.7
himachal-pradesh,2021,Una,1,149733,299025321.9
himachal-pradesh,2021,Solan,1,116376,209461675.1
himachal-pradesh,2021,Shimla,1,113805,240217830.6
himachal-pradesh,2021,Hamirpur(HP),1,104364,189739040
himachal-pradesh,2021,Mandi,1,95196,187138431.7
himachal-pradesh,2023,solan,2,8225202,7869249175
himachal-pradesh,2023,kangra,2,6314902,8889538215
himachal-pradesh,2023,shimla,2,3935607,5853300872
himachal-pradesh,2023,kullu,2,3547410,6190891236
himachal-pradesh,2023,mandi,2,2832817,4073788943
himachal-pradesh,2023,sirmaur,2,2641707,3153309362
himachal-pradesh,2023,una,2,2008731,2891172648
himachal-pradesh,2023,hamirpur,2,1880638,2572731185
himachal-pradesh,2023,chamba,2,1664604,2251880400
himachal-pradesh,2023,bilaspur,2,1211407,1839856400
himachal-pradesh,2023,Solan,2,3941315,2888465638
himachal-pradesh,2023,Solan,2,1659588,1710681115
himachal-pradesh,2023,Kullu,2,1607235,3166401331
himachal-pradesh,2023,Sirmaur,2,1154016,1364025819
himachal-pradesh,2023,Shimla,2,615094,900465925
himachal-pradesh,2023,Solan,2,561440,626308009
himachal-pradesh,2023,Kullu,2,465131,736247897
himachal-pradesh,2023,Kangra,2,451230,550180927
himachal-pradesh,2023,Kangra,2,424965,480014411
himachal-pradesh,2023,Una,2,418936,628124289
himachal-pradesh,2023,solan,1,6697899,6853019754
himachal-pradesh,2023,kangra,1,4812761,7112476385
himachal-pradesh,2023,shimla,1,2868345,4482667951
himachal-pradesh,2023,kullu,1,2582003,4254375692
himachal-pradesh,2023,mandi,1,2270344,3447411380
himachal-pradesh,2023,sirmaur,1,2191815,2793519379
himachal-pradesh,2023,una,1,1664821,2572954200
himachal-pradesh,2023,hamirpur,1,1563054,2230316339
himachal-pradesh,2023,chamba,1,1245900,1739970763
himachal-pradesh,2023,bilaspur,1,985356,1578749319
himachal-pradesh,2023,Solan,1,3305794,2626397116
himachal-pradesh,2023,Solan,1,1349741,1576024915
himachal-pradesh,2023,Kullu,1,1261612,2205101554
himachal-pradesh,2023,Sirmaur,1,980709,1246114714
himachal-pradesh,2023,Shimla,1,464144,690045076
himachal-pradesh,2023,Solan,1,413679,503305430
himachal-pradesh,2023,Kangra,1,352208,464803613
himachal-pradesh,2023,Una,1,346412,547657889
himachal-pradesh,2023,Sirmaur,1,342889,391625690
himachal-pradesh,2023,Kangra,1,337899,520742501
himachal-pradesh,2020,shimla,3,1285819,3273522194
himachal-pradesh,2020,solan,3,1025251,1684944863
himachal-pradesh,2020,kangra,3,874419,1454881899
himachal-pradesh,2020,mandi,3,510105,917547335
himachal-pradesh,2020,una,3,351065,649892231.7
himachal-pradesh,2020,hamirpur,3,330684,570857451.2
himachal-pradesh,2020,sirmaur,3,327646,558556837.7
himachal-pradesh,2020,kullu,3,256926,493361636.5
himachal-pradesh,2020,chamba,3,219469,362005462
himachal-pradesh,2020,bilaspur,3,202526,342802524.6
himachal-pradesh,2020,Shimla,3,700705,2103715013
himachal-pradesh,2020,Solan,3,415229,558025818.3
himachal-pradesh,2020,Solan,3,209045,388452345.7
himachal-pradesh,2020,Sirmaur,3,120582,230949261
himachal-pradesh,2020,Solan,3,81253,172611226.3
himachal-pradesh,2020,Una,3,68486,179065664.2
himachal-pradesh,2020,Shimla,3,68284,143680524.1
himachal-pradesh,2020,Hamirpur(HP),3,67009,145135056.5
himachal-pradesh,2020,Mandi,3,65357,144211038.3
himachal-pradesh,2020,Kangra,3,57183,101668754.7
himachal-pradesh,2020,shimla,4,1481567,3532549313
himachal-pradesh,2020,solan,4,1429031,2365446849
himachal-pradesh,2020,kangra,4,1184008,2119401488
himachal-pradesh,2020,mandi,4,671714,1247938156
himachal-pradesh,2020,kullu,4,468786,964080436.8
himachal-pradesh,2020,una,4,449443,882226488.2
himachal-pradesh,2020,sirmaur,4,443100,785448896.1
himachal-pradesh,2020,hamirpur,4,431123,781165089.1
himachal-pradesh,2020,chamba,4,304032,507880011.4
himachal-pradesh,2020,bilaspur,4,275513,518335916.9
himachal-pradesh,2020,Shimla,4,696682,1926017209
himachal-pradesh,2020,Solan,4,604124,815257737.7
himachal-pradesh,2020,Solan,4,281400,521636955
himachal-pradesh,2020,Sirmaur,4,167673,327099653.6
himachal-pradesh,2020,Kullu,4,132188,313677442.6
himachal-pradesh,2020,Solan,4,113161,217325208.7
himachal-pradesh,2020,Shimla,4,108206,229562737.3
himachal-pradesh,2020,Hamirpur(HP),4,85380,181093354.5
himachal-pradesh,2020,Mandi,4,80698,176337122.6
himachal-pradesh,2020,Kangra,4,78525,150352983.7
himachal-pradesh,2020,shimla,2,1090361,2702081598
himachal-pradesh,2020,solan,2,808170,1165900725
himachal-pradesh,2020,kangra,2,800587,1148113745
himachal-pradesh,2020,mandi,2,476844,764632316.6
himachal-pradesh,2020,hamirpur,2,283099,412476792.9
himachal-pradesh,2020,sirmaur,2,281385,405760136.8
himachal-pradesh,2020,una,2,271636,407244006
himachal-pradesh,2020,kullu,2,211730,311597474.9
himachal-pradesh,2020,chamba,2,195242,282218981.8
himachal-pradesh,2020,bilaspur,2,191375,284432330
himachal-pradesh,2020,Shimla,2,638897,1987213686
himachal-pradesh,2020,Solan,2,315778,393646876.8
himachal-pradesh,2020,Solan,2,164472,259896888.9
himachal-pradesh,2020,Sirmaur,2,97284,159845071.5
himachal-pradesh,2020,Mandi,2,77632,187873703.8
himachal-pradesh,2020,Solan,2,64066,120188869.5
himachal-pradesh,2020,Kangra,2,46869,82671386.83
himachal-pradesh,2020,Shimla,2,45028,87826384.32
himachal-pradesh,2020,Sirmaur,2,43276,67655062.68
himachal-pradesh,2020,Shimla,2,43264,87374983.33
himachal-pradesh,2020,shimla,1,1115491,2725598845
himachal-pradesh,2020,solan,1,821088,1293083622
himachal-pradesh,2020,kangra,1,569437,836283217.4
himachal-pradesh,2020,mandi,1,357222,582031760.1
himachal-pradesh,2020,hamirpur,1,247878,312050564.8
himachal-pradesh,2020,kullu,1,245803,451467537.6
himachal-pradesh,2020,sirmaur,1,240485,386990850
himachal-pradesh,2020,una,1,208785,305641992.4
himachal-pradesh,2020,bilaspur,1,144278,226926312
himachal-pradesh,2020,chamba,1,139862,213171894.8
himachal-pradesh,2020,Shimla,1,720359,2061228894
himachal-pradesh,2020,Solan,1,314715,426369564.7
himachal-pradesh,2020,Solan,1,151372,242482216.5
himachal-pradesh,2020,Solan,1,105295,214499346.1
himachal-pradesh,2020,Sirmaur,1,85924,150632781.7
himachal-pradesh,2020,Kullu,1,81806,173865536.3
himachal-pradesh,2020,Mandi,1,73343,156927017.8
himachal-pradesh,2020,Hamirpur(HP),1,63522,34859055.9
himachal-pradesh,2020,Shimla,1,61878,118195354.4
himachal-pradesh,2020,Kangra,1,39474,72280166.45
himachal-pradesh,2022,shimla,3,8892834,13349267759
himachal-pradesh,2022,solan,3,4064523,4837968887
himachal-pradesh,2022,kangra,3,3342842,5121570351
himachal-pradesh,2022,mandi,3,1666670,2648674301
himachal-pradesh,2022,chamba,3,1270412,1872267056
himachal-pradesh,2022,sirmaur,3,1266132,1769419418
himachal-pradesh,2022,una,3,1233226,1928978518
himachal-pradesh,2022,kullu,3,1202861,2235782785
himachal-pradesh,2022,bilaspur,3,936750,1447420351
himachal-pradesh,2022,hamirpur,3,934529,1398047775
himachal-pradesh,2022,Shimla,3,7107267,9831616933
himachal-pradesh,2022,Solan,3,1854890,1640996290
himachal-pradesh,2022,Solan,3,729161,946965866.5
himachal-pradesh,2022,Sirmaur,3,541490,739739737
himachal-pradesh,2022,Mandi,3,461113,671601651.7
himachal-pradesh,2022,Solan,3,444046,652066582.5
himachal-pradesh,2022,Bilaspur (HP),3,395220,510809104.6
himachal-pradesh,2022,Chamba,3,391625,502430103.3
himachal-pradesh,2022,Kullu,3,385700,709339306.6
himachal-pradesh,2022,Kangra,3,385068,539724042.6
himachal-pradesh,2022,shimla,4,9603309,14161042550
himachal-pradesh,2022,kangra,4,4885938,7430861889
himachal-pradesh,2022,solan,4,4436709,5065290892
himachal-pradesh,2022,kullu,4,2047414,3429997135
himachal-pradesh,2022,mandi,4,1994054,3034367986
himachal-pradesh,2022,sirmaur,4,1454224,1991999746
himachal-pradesh,2022,una,4,1173607,1902311205
himachal-pradesh,2022,hamirpur,4,1161191,1732021207
himachal-pradesh,2022,chamba,4,831315,1292196672
himachal-pradesh,2022,bilaspur,4,622642,1042618597
himachal-pradesh,2022,Shimla,4,7746053,10862367109
himachal-pradesh,2022,Solan,4,2079358,1810940908
himachal-pradesh,2022,Kangra,4,1347270,1910146202
himachal-pradesh,2022,Solan,4,810320,1016982417
himachal-pradesh,2022,Kullu,4,731108,1336805343
himachal-pradesh,2022,Mandi,4,609639,856535637.4
himachal-pradesh,2022,Sirmaur,4,609183,811631127.7
himachal-pradesh,2022,Kullu,4,557239,767989365.2
himachal-pradesh,2022,Solan,4,425394,582466940.9
himachal-pradesh,2022,Hamirpur(HP),4,406943,593040087.6
himachal-pradesh,2022,shimla,2,5875215,9396933042
himachal-pradesh,2022,solan,2,3773789,4536385240
himachal-pradesh,2022,kangra,2,2984544,4846014285
himachal-pradesh,2022,kullu,2,1646598,3292385543
himachal-pradesh,2022,mandi,2,1587222,2699997310
himachal-pradesh,2022,una,2,1526243,2532127306
himachal-pradesh,2022,sirmaur,2,1196118,1742899001
himachal-pradesh,2022,hamirpur,2,1002506,1538456707
himachal-pradesh,2022,chamba,2,727701,1229468817
himachal-pradesh,2022,bilaspur,2,597379,1083546520
himachal-pradesh,2022,Shimla,2,4169488,6351783570
himachal-pradesh,2022,Solan,2,1736602,1572502663
himachal-pradesh,2022,Kullu,2,750048,1695084976
himachal-pradesh,2022,Solan,2,708286,983933181.4
himachal-pradesh,2022,Una,2,638094,1032033846
himachal-pradesh,2022,Sirmaur,2,514165,745907120.6
himachal-pradesh,2022,Solan,2,320140,453387187.5
himachal-pradesh,2022,Shimla,2,290490,497720594.6
himachal-pradesh,2022,Hamirpur(HP),2,262639,418596333.4
himachal-pradesh,2022,Kangra,2,230338,320168187.4
himachal-pradesh,2022,shimla,1,4441906,7362840551
himachal-pradesh,2022,solan,1,2993489,3959375876
himachal-pradesh,2022,kangra,1,2261593,3907092916
himachal-pradesh,2022,mandi,1,1201568,2151083002
himachal-pradesh,2022,una,1,1164923,2030776989
himachal-pradesh,2022,kullu,1,1100232,2108742823
himachal-pradesh,2022,sirmaur,1,962227,1517999109
himachal-pradesh,2022,hamirpur,1,751389,1264679769
himachal-pradesh,2022,chamba,1,544135,943937757.1
himachal-pradesh,2022,bilaspur,1,472169,885425010.4
himachal-pradesh,2022,Shimla,1,3190535,5016030007
himachal-pradesh,2022,Solan,1,1413386,1446816729
himachal-pradesh,2022,Solan,1,568743,866086052
himachal-pradesh,2022,Kullu,1,473722,983920226.9
himachal-pradesh,2022,Una,1,470845,805620902
himachal-pradesh,2022,Sirmaur,1,427564,670592332.1
himachal-pradesh,2022,Solan,1,232862,370332616.4
himachal-pradesh,2022,Shimla,1,211977,384014660.8
himachal-pradesh,2022,Kangra,1,171381,245490508.3
himachal-pradesh,2022,Hamirpur(HP),1,167835,277476740.9
himachal-pradesh,2019,shimla,3,695970,1981429214
himachal-pradesh,2019,solan,3,563580,919355818.1
himachal-pradesh,2019,kangra,3,373339,645470163.1
himachal-pradesh,2019,mandi,3,262386,545822136.9
himachal-pradesh,2019,hamirpur,3,187716,301844559.3
himachal-pradesh,2019,sirmaur,3,154972,258531496.7
himachal-pradesh,2019,kullu,3,146216,316994313.6
himachal-pradesh,2019,una,3,134630,227364592.3
himachal-pradesh,2019,bilaspur,3,88416,142694743.7
himachal-pradesh,2019,chamba,3,87489,151224161.3
himachal-pradesh,2019,Shimla,3,418230,1383190524
himachal-pradesh,2019,Solan,3,221062,314555850.9
himachal-pradesh,2019,Solan,3,103786,175764252.3
himachal-pradesh,2019,Mandi,3,84465,242309410.4
himachal-pradesh,2019,Solan,3,58925,124466121.3
himachal-pradesh,2019,Sirmaur,3,57215,105359647
himachal-pradesh,2019,Hamirpur(HP),3,46521,27138701.08
himachal-pradesh,2019,Hamirpur(HP),3,42631,106954993.7
himachal-pradesh,2019,Kangra,3,41789,104622488.2
himachal-pradesh,2019,Kullu,3,39283,87769328.82
himachal-pradesh,2019,shimla,4,900252,2553513821
himachal-pradesh,2019,solan,4,693523,1168760137
himachal-pradesh,2019,kangra,4,492277,877780658.3
himachal-pradesh,2019,mandi,4,332554,678830304
himachal-pradesh,2019,hamirpur,4,258323,429776009.8
himachal-pradesh,2019,kullu,4,204518,442222672.1
himachal-pradesh,2019,sirmaur,4,190673,324766028.3
himachal-pradesh,2019,una,4,173510,293924768.3
himachal-pradesh,2019,bilaspur,4,114888,204391757.7
himachal-pradesh,2019,chamba,4,111755,196209094.1
himachal-pradesh,2019,Shimla,4,512584,1677312306
himachal-pradesh,2019,Solan,4,268652,392453030
himachal-pradesh,2019,Solan,4,127476,222089581.4
himachal-pradesh,2019,Mandi,4,102183,288303594.2
himachal-pradesh,2019,Shimla,4,80497,216875085.8
himachal-pradesh,2019,Solan,4,75663,157060348.7
himachal-pradesh,2019,Hamirpur(HP),4,73796,176918779.3
himachal-pradesh,2019,Sirmaur,4,69647,129758382.1
himachal-pradesh,2019,Kullu,4,65988,155432398.9
himachal-pradesh,2019,Hamirpur(HP),4,57146,27836817.12
himachal-pradesh,2019,shimla,2,807095,1698682743
himachal-pradesh,2019,solan,2,481957,783011937.9
himachal-pradesh,2019,kangra,2,295433,591536935
himachal-pradesh,2019,mandi,2,245467,464902888.8
himachal-pradesh,2019,hamirpur,2,150149,270178390.2
himachal-pradesh,2019,kullu,2,129068,331174039.4
himachal-pradesh,2019,sirmaur,2,127208,220885810
himachal-pradesh,2019,una,2,105685,189321647.9
himachal-pradesh,2019,bilaspur,2,68748,128917341.5
himachal-pradesh,2019,chamba,2,62922,128008869
himachal-pradesh,2019,Shimla,2,601958,1240952784
himachal-pradesh,2019,Solan,2,201216,269484882.1
himachal-pradesh,2019,Mandi,2,109216,209713438.9
himachal-pradesh,2019,Solan,2,88463,153751367.5
